2967.359050445104,2906.9767441860463,3144.6540880503144,2949.8525073746314,3322.2591362126245,3289.4736842105262
6250.0,5319.148936170212,5649.717514124294,5376.344086021505,6060.606060606061,6024.096385542169
6622.516556291391,6493.506493506494,6896.551724137931,5681.818181818182,6756.756756756757,6756.756756756757
7092.198581560284,6493.506493506494,6289.308176100629,6134.9693251533745,6410.25641025641,6329.113924050633
2475.2475247524753,3003.003003003003,3021.1480362537764,3058.103975535168,3278.688524590164,2493.7655860349128
5649.717514124294,5649.717514124294,6172.83950617284,6024.096385542169,5988.023952095808,5524.861878453039
5681.818181818182,5102.040816326531,6849.315068493151,6410.25641025641,5555.555555555556,6493.506493506494
5000.0,5291.005291005291,6134.9693251533745,5102.040816326531,5102.040816326531,5952.380952380952
3003.003003003003,3194.888178913738,3333.3333333333335,3048.7804878048782,3215.434083601286,3154.5741324921137
5952.380952380952,6024.096385542169,6250.0,6134.9693251533745,6060.606060606061,6289.308176100629
6211.180124223602,5847.953216374269,5405.405405405405,6097.5609756097565,6493.506493506494,7246.376811594203
4524.886877828054,7142.857142857143,5405.405405405405,5405.405405405405,6329.113924050633,6711.4093959731545

